label,qid,doc_id,tf-idf_sum
-0.035945557,q101361,d335812,14.84644739
-0.042031858,q101361,d1043099,14.65634759
-0.042031858,q101361,d3997250,14.23446121
-0.042031858,q101361,d1073991,14.02670052
-0.042031858,q101361,d387189,13.64066341
-0.042031858,q101361,d4908249,13.63344065
-0.042031858,q101361,d7894691,13.39820132
-0.042031858,q101361,d5773728,13.35011664
-0.042031858,q101361,d6500832,13.14121063
-0.042031858,q101361,d6529032,13.06686409
-0.042031858,q101361,d8926845,12.79786639
-0.042031858,q101361,d7052214,12.67313208
-0.042031858,q101361,d3035537,12.67313208
-0.042031858,q101361,d6529031,12.53840876
-0.047226787,q101361,d6961870,12.80408861
-0.047226787,q101361,d6668694,12.52227725
-0.047226787,q101361,d559614,12.42279019
-0.047226787,q101361,d5490496,12.0541987
-0.047226787,q101361,d7668470,11.95471164
-0.047226787,q101361,d7174193,11.85595301
-0.048792744,q101361,d5773729,12.88733585
-0.048792744,q101361,d7894690,12.39195617
-0.061742752,q101361,d5773730,12.75152553
-0.144347346,q101361,d559613,10.91551879
-0.153923453,q101361,d4077967,9.299570229
-0.153923453,q101361,d8245323,9.296909968
-0.217633916,q101361,d5898501,11.82672677
-0.235980507,q101361,d1288589,20.96417719
-0.24614289,q101361,d714541,7.488697956
-0.295453409,q101361,d6961872,10.91437113
-0.295453409,q101361,d335816,10.89648592
-0.297611536,q101361,d1073992,11.06486971
-0.297611536,q101361,d1073987,11.06486971
-0.309011773,q101361,d6961871,10.20507715
-0.309011773,q101361,d3075965,10.20507715
-0.309011773,q101361,d7894692,10.20507715
-0.381126941,q101361,d1023965,7.759809131
-0.401857907,q101361,d321960,6.891367268
-0.401857907,q101361,d7419449,6.891367268
-0.465590765,q101361,d7419448,7.375577326
-0.465590765,q101361,d371552,7.375577326
-0.486278355,q101361,d3997251,7.715551391
-0.785276633,q101361,d9120544,6.737366857
-0.817736948,q101361,d385209,7.24309203
-0.817736948,q101361,d7394958,7.24309203
-0.822461392,q101361,d7722479,6.208911521
-0.822461392,q101361,d4510170,6.208911521
-0.822461392,q101361,d4077966,6.208911521
-0.822461392,q101361,d4510171,6.208911521
-0.826082659,q101361,d840900,6.817895752
-0.836278247,q101361,d1005188,5.965916901
-0.848276103,q101361,d321958,6.584494021
-0.848276103,q101361,d3997252,6.584494021
-0.848276103,q101361,d8500191,6.584494021
-0.849154869,q101361,d3244378,6.278614996
-1.125205052,q101361,d7403337,6.682013272
-1.813388948,q101361,d765644,6.65486096
0.025520154,q102139,d5001001,13.83961415
0.025520154,q102139,d4508723,13.83961415
-0.01134924,q102139,d4849356,15.26585755
-0.01134924,q102139,d3660295,14.66106013
-0.01134924,q102139,d4650586,14.66106013
-0.10968975,q102139,d4508725,10.90187419
-0.134516972,q102139,d8048458,11.47926485
-0.277372103,q102139,d8279118,12.40631946
-0.277372103,q102139,d8279118,12.40631946
-0.423180168,q102139,d5518599,11.38598875
-0.550845066,q102139,d7063136,7.073937123
-0.550845066,q102139,d4849357,7.073937123
-0.550845066,q102139,d7766441,7.073937123
-0.550845066,q102139,d7063136,7.073937123
-0.550845066,q102139,d5191380,7.073937123
-0.551460928,q102139,d7468990,7.945310474
-0.750415395,q102139,d4466180,6.676834266
-0.875551617,q102139,d5530089,5.437182191
-0.875551617,q102139,d5973584,5.437182191
-0.875551617,q102139,d5730456,5.437182191
-0.875551617,q102139,d8500164,5.437182191
-0.875551617,q102139,d8920668,5.437182191
-0.875551617,q102139,d5653087,5.437182191
-1.166060065,q102139,d2686358,4.259242199
-1.166060065,q102139,d2686358,4.259242199
-1.224740611,q102139,d6655515,7.183906486
-1.23792639,q102139,d6649461,7.621677663
-1.23792639,q102139,d6649461,7.621677663
-1.41631847,q102139,d6677312,5.858187504
-2.106739741,q102139,d6656339,2.658603437
-2.106739741,q102139,d6635805,2.658603437
-2.106739741,q102139,d5541892,2.658603437
-2.106739741,q102139,d4751644,2.658603437
-2.106739741,q102139,d890596,2.658603437
-2.106739741,q102139,d7463067,2.658603437
-2.106739741,q102139,d4650587,2.658603437
-3.045610541,q102139,d7622451,0
-3.045610541,q102139,d1073157,0
-3.045610541,q102139,d7995120,0
-3.045610541,q102139,d5531112,0
-3.045610541,q102139,d4957427,0
-3.045610541,q102139,d738535,0
-3.045610541,q102139,d339846,0
-3.045610541,q102139,d7315949,0
-3.045610541,q102139,d3221522,0
-3.045610541,q102139,d830852,0
-3.045610541,q102139,d7136914,0
-3.045610541,q102139,d9198693,0
-3.045610541,q102139,d2115712,0
-3.045610541,q102139,d173319,0
-3.045610541,q102139,d7108533,0
-3.045610541,q102139,d7920229,0
-3.045610541,q102139,d4129886,0
-3.045610541,q102139,d3854806,0
-3.045610541,q102139,d812175,0
-3.045610541,q102139,d8574425,0
-3.045610541,q102139,d8646400,0
-3.045610541,q102139,d5759240,0
-3.045610541,q102139,d885445,0
-3.045610541,q102139,d7663148,0
-3.045610541,q102139,d1519171,0
-3.045610541,q102139,d5497314,0
-3.045610541,q102139,d1447543,0
-3.045610541,q102139,d943206,0
-3.045610541,q102139,d5569993,0
-3.045610541,q102139,d7127553,0
-3.045610541,q102139,d61415,0
-3.045610541,q102139,d4421234,0
-3.045610541,q102139,d7165390,0
-3.045610541,q102139,d7906299,0
-3.045610541,q102139,d43894,0
-3.045610541,q102139,d5097876,0
-3.045610541,q102139,d2826175,0
-3.045610541,q102139,d836707,0
-3.045610541,q102139,d1759978,0
-3.045610541,q102139,d318883,0
-3.045610541,q102139,d6705720,0
-3.045610541,q102139,d694306,0
-3.045610541,q102139,d98293,0
-3.045610541,q102139,d9209083,0
-3.045610541,q102139,d8612837,0
-3.045610541,q102139,d7745601,0
-3.045610541,q102139,d8106266,0
-3.045610541,q102139,d762920,0
-3.045610541,q102139,d4629764,0
-3.045610541,q102139,d3477330,0
-3.045610541,q102139,d5448910,0
-3.045610541,q102139,d8466693,0
-3.045610541,q102139,d4533284,0
-3.045610541,q102139,d105857,0
-3.045610541,q102139,d438230,0
-3.045610541,q102139,d5578779,0
-3.045610541,q102139,d288822,0
-3.045610541,q102139,d5026136,0
-3.045610541,q102139,d4028975,0
-3.045610541,q102139,d6495746,0
-3.045610541,q102139,d7737126,0
-3.045610541,q102139,d1440685,0
-3.045610541,q102139,d7163556,0
-3.045610541,q102139,d1221267,0
0.37396748,q102812,d896229,29.46056124
0.338997313,q102812,d896233,22.90516003
0.336791486,q102812,d3579916,24.48896467
0.333238597,q102812,d1264071,22.76218374
0.327190691,q102812,d4851194,25.15988869
0.320504334,q102812,d2364809,24.26001432
0.228113284,q102812,d7587652,21.93060312
0.1958082,q102812,d896236,24.74588171
0.151069228,q102812,d6125431,24.537586
0.120950171,q102812,d896232,21.89284289
0.060700863,q102812,d896234,22.7825156
0.021711703,q102812,d5116710,22.06811689
0.020089841,q102812,d6291320,22.01174202
0.012694129,q102812,d8036314,21.81356234
0.012694129,q102812,d7590267,21.39928171
0.010700477,q102812,d6799984,22.28384658
0.004900466,q102812,d896228,21.75487717
-0.040260151,q102812,d9225754,22.26252747
-0.056956406,q102812,d6355442,22.23385973
-0.085743013,q102812,d1264072,21.03597838
-0.201095241,q102812,d896235,20.5591329
-0.204201629,q102812,d2581646,20.81825679
-0.216072796,q102812,d5534541,9.282721025
-0.320405618,q102812,d495425,12.12223034
-0.349641265,q102812,d821289,8.171582683
-0.373775897,q102812,d821294,12.12588441
-0.377065231,q102812,d5773728,10.07076122
-0.380034244,q102812,d6355440,20.96534668
-0.398195432,q102812,d649383,9.45297708
-0.41786111,q102812,d6355439,19.4434104
-0.41810045,q102812,d2623168,11.72984698
-0.426546818,q102812,d4415960,9.01249707
-0.455469925,q102812,d1725032,16.62213729
-0.457719025,q102812,d7203982,17.251012
-0.484591891,q102812,d3927043,8.24817499
-0.489322926,q102812,d6355443,18.6714004
-0.498566604,q102812,d896230,15.98317408
-0.514059908,q102812,d6355441,18.11866145
-0.577975662,q102812,d1043099,8.80608305
-0.633534716,q102812,d6529032,7.882291303
-0.634904763,q102812,d1073157,7.612623767
-0.645496059,q102812,d4415961,7.534444731
-0.715680327,q102812,d3327022,7.420124482
-0.722981263,q102812,d8245323,13.19367944
-0.875991664,q102812,d385209,11.58379859
-0.878660447,q102812,d821290,9.935567119
-0.89480015,q102812,d7394958,11.800846
-0.916159858,q102812,d714546,8.271544287
-0.919301232,q102812,d1073995,9.153741682
-0.926929695,q102812,d4062945,9.094699116
-0.940639431,q102812,d3761057,7.988025798
-0.944312499,q102812,d5309483,10.78546334
-0.944808306,q102812,d385204,9.380658395
-0.945969694,q102812,d321960,10.2411957
-0.950071215,q102812,d134337,10.74297154
-0.967539824,q102812,d1984131,10.63159759
-0.973882837,q102812,d4077967,9.09850966
-0.973882837,q102812,d7419448,8.989644904
-0.984729177,q102812,d7991155,8.525919053
-0.997237487,q102812,d371552,8.855507086
-0.997237487,q102812,d4077965,8.665779193
-0.997237487,q102812,d8500191,8.545602462
-1.002210852,q102812,d387189,9.182801129
-1.009269566,q102812,d321958,8.842558146
-1.011380515,q102812,d7894693,9.395777953
-1.028106849,q102812,d7419449,8.042459303
-1.04298947,q102812,d8926845,8.276233662
-1.043929179,q102812,d1073989,9.339415275
-1.048592786,q102812,d5933880,9.242559538
-1.055524505,q102812,d6961872,8.345284042
-1.061569014,q102812,d495429,10.24805401
-1.066492123,q102812,d9120544,8.046930415
-1.077072147,q102812,d495428,7.649997355
-1.099180876,q102812,d1636762,7.378457748
-1.119959103,q102812,d1073994,9.296982465
-1.170716997,q102812,d4510170,8.158810286
-1.178527431,q102812,d4077966,7.854061078
-1.178527431,q102812,d4510171,7.854061078
-1.187232889,q102812,d7722479,7.907487466
-1.204929143,q102812,d7894692,7.47135207
-1.213493093,q102812,d4687580,11.52618229
-1.216955492,q102812,d2602633,7.983768231
-1.218030515,q102812,d2606714,7.626838893
-1.241079011,q102812,d8455201,8.97487975
-1.248539091,q102812,d5506301,10.37813001
-1.256990656,q102812,d2602637,7.420120958
-1.260393453,q102812,d7894690,8.53389613
-1.274613257,q102812,d5205019,7.991891098
-1.284687812,q102812,d1073987,8.621545199
-1.284687812,q102812,d3075965,8.123816876
-1.39551159,q102812,d8897912,7.735704296
-1.409649135,q102812,d7237844,7.420680651
-1.414468142,q102812,d6001801,7.425618151
-1.423159866,q102812,d3595749,7.476121387
-1.424832311,q102812,d7052214,7.863476415
-1.437218434,q102812,d1073991,7.664364115
-1.458794061,q102812,d1984135,8.978397276
-1.491846372,q102812,d371553,7.681237809
-1.557098905,q102812,d4920188,10.84484595
-1.557098905,q102812,d5234936,10.09294763
0.389481024,q103270,d899932,14.35543508
0.381200754,q103270,d3104293,14.70467813
0.190314431,q103270,d1217328,14.60756165
0.172454498,q103270,d5557942,13.07927111
0.172454498,q103270,d6996730,13.07927111
0.172454498,q103270,d8569400,12.83370321
0.149432461,q103270,d7267928,12.11287301
0.011601667,q103270,d1217327,15.22755224
0.011601667,q103270,d1217329,14.5118767
0.011601667,q103270,d6996727,14.5118767
0.011601667,q103270,d5557939,14.5118767
-0.011119244,q103270,d6996726,15.40301701
-0.023122991,q103270,d2304537,15.15385749
-0.023122991,q103270,d8540624,14.70008635
-0.028228745,q103270,d899934,14.27816861
-0.038666535,q103270,d899937,13.63535478
-0.040232492,q103270,d899931,14.11476413
-0.040232492,q103270,d5557941,13.63376137
-0.04542742,q103270,d7267929,12.69718199
-0.046993377,q103270,d6054941,13.7018959
-0.046993377,q103270,d899928,13.63687055
-0.046993377,q103270,d6996728,13.40839808
-0.046993377,q103270,d899936,13.2186133
-0.067725423,q103270,d1684927,15.64962716
-0.078462922,q103270,d899930,13.3870283
-0.119666431,q103270,d5557940,12.51752384
-0.130297081,q103270,d899935,12.82392718
-0.130297081,q103270,d6996729,12.41855514
-0.171500589,q103270,d1755693,11.98899743
-0.171500589,q103270,d7659280,11.98899743
-0.200437612,q103270,d899933,11.9528028
-0.280038646,q103270,d3104292,10.68000135
-0.573065377,q103270,d5557943,9.40719991
-0.573065377,q103270,d899929,9.40719991
-1.063803212,q103270,d731177,4.944793495
-1.063803212,q103270,d1378589,4.944793495
-1.1515441,q103270,d885445,3.559884794
-1.1515441,q103270,d5273992,3.559884794
-1.1515441,q103270,d8115832,3.559884794
-1.1515441,q103270,d7774912,3.559884794
-1.1515441,q103270,d8712750,3.559884794
-1.1515441,q103270,d7002606,3.559884794
-1.15814019,q103270,d7679488,4.452378955
-1.15814019,q103270,d408587,4.417804239
-1.162751937,q103270,d7002607,3.451406135
-1.162751937,q103270,d731175,3.451406135
-1.162751937,q103270,d2881998,3.451406135
-1.162751937,q103270,d1236132,3.451406135
-1.162751937,q103270,d5610902,3.451406135
-1.166060065,q103270,d2881996,4.262594176
-1.166060065,q103270,d1378590,4.218670874
-1.166060065,q103270,d1378590,4.218670874
-1.166060065,q103270,d1378590,4.218670874
-1.166060065,q103270,d5943194,4.122985915
-1.166060065,q103270,d3995122,4.122985915
-1.166060065,q103270,d408589,3.889277834
-1.166060065,q103270,d408588,3.889277834
-1.166060065,q103270,d408589,3.889277834
-1.166060065,q103270,d1233805,3.889277834
-1.166060065,q103270,d5108986,3.889277834
-1.166060065,q103270,d408590,3.889277834
-1.235576452,q103270,d1447543,3.326176713
-1.235576452,q103270,d2105450,3.326176713
-1.235576452,q103270,d3855976,3.326176713
-1.235576452,q103270,d5982137,3.326176713
-1.235576452,q103270,d2881999,3.326176713
-1.235576452,q103270,d4434970,3.326176713
-1.235576452,q103270,d3483801,3.326176713
-1.235576452,q103270,d9147327,3.326176713
-1.253984912,q103270,d1616361,3.48242184
-1.253984912,q103270,d35809,3.48242184
-1.253984912,q103270,d35812,3.48242184
-1.253984912,q103270,d2553456,3.48242184
-1.253984912,q103270,d495841,3.48242184
-1.253984912,q103270,d2553457,3.48242184
-1.253984912,q103270,d2206762,3.48242184
-1.793595437,q103270,d8271054,3.178061745
-1.793595437,q103270,d8916120,3.178061745
-1.793595437,q103270,d4609550,3.178061745
-1.793595437,q103270,d8425445,3.178061745
-1.793595437,q103270,d4609542,3.178061745
-1.793595437,q103270,d8916121,3.178061745
-1.793595437,q103270,d5666360,3.178061745
-1.830676113,q103270,d3164937,2.996783674
-1.830676113,q103270,d6325653,2.996783674
-1.830676113,q103270,d1280392,2.996783674
-1.830676113,q103270,d935497,2.996783674
-1.830676113,q103270,d8517196,2.996783674
-1.959070243,q103270,d7605316,2.763075593
-1.959070243,q103270,d8652552,2.763075593
-1.959070243,q103270,d3470164,2.763075593
-1.959070243,q103270,d99403,2.763075593
-1.959070243,q103270,d3470167,2.763075593
-1.959070243,q103270,d5360179,2.763075593
-2.071507749,q103270,d1419055,3.067273764
-2.071507749,q103270,d5779415,3.067273764
-2.071507749,q103270,d6859610,3.067273764
-2.144066997,q103270,d2844346,2.433682553
-2.144066997,q103270,d9235405,2.433682553
-2.144066997,q103270,d3656549,2.433682553
-0.282156341,q103672,d903280,14.3258779
-0.310429433,q103672,d2468336,13.66941069
-0.310429433,q103672,d8519717,13.38310012
-0.318223096,q103672,d6412929,13.3122729
-0.323981813,q103672,d903278,12.85126681
-0.32948783,q103672,d903276,11.75438399
-0.329699584,q103672,d903281,12.95801217
-0.329699584,q103672,d903274,12.81637601
-0.331734531,q103672,d903275,12.52444119
-0.337281493,q103672,d903277,12.17663699
-0.337281493,q103672,d4323982,11.92314306
-0.3480051,q103672,d2468335,9.253155719
-0.348393299,q103672,d903272,11.79854341
-0.384765597,q103672,d5839362,10.89125631
-0.426239399,q103672,d8347465,10.02830887
-0.515174239,q103672,d2468337,13.11201941
-0.52925071,q103672,d4886490,10.75883233
-0.547494526,q103672,d5502373,10.74165303
-0.59648782,q103672,d3659390,9.869878515
-0.648465258,q103672,d7339399,9.737005782
-0.731197722,q103672,d6985028,7.01548689
-0.734687815,q103672,d7665480,5.833302646
-0.734687815,q103672,d1673103,5.638919096
-0.734687815,q103672,d8787588,5.416680166
-0.734687815,q103672,d1179067,5.416680166
-0.749006693,q103672,d6766391,6.033404395
-0.755693428,q103672,d7221096,5.824261997
-0.760715429,q103672,d1179064,5.459991977
-0.760715429,q103672,d6710734,5.278893071
-0.760715429,q103672,d5108986,4.999658089
-0.760927184,q103672,d555458,5.777174584
-0.763054731,q103672,d903279,9.183258074
-0.816875814,q103672,d6526974,6.64886654
-0.851610318,q103672,d2423423,4.990192962
-0.854069285,q103672,d5498986,5.356618637
-0.855804307,q103672,d1776042,5.995946445
-0.855804307,q103672,d5578777,5.901530156
-0.865644035,q103672,d5578776,6.475204376
-0.871660917,q103672,d5578781,6.428504491
-0.875222551,q103672,d2255690,5.137117245
-0.875222551,q103672,d2863492,5.083324
-0.883800789,q103672,d1179062,4.944269006
-0.886052461,q103672,d1277781,7.05809066
-0.887848802,q103672,d7244921,6.054653667
-0.887848802,q103672,d7632187,5.987146584
-0.887848802,q103672,d7994345,5.909964753
-0.893135665,q103672,d5108985,4.625807265
-0.89455743,q103672,d8007766,6.293936107
-0.896231209,q103672,d7501164,5.518381105
-0.900305882,q103672,d6643345,5.429213953
-0.900305882,q103672,d6071945,5.359523253
-0.900305882,q103672,d134635,5.23450042
-0.914077176,q103672,d1179065,4.690242867
-0.915874658,q103672,d3799083,5.085363985
-0.915874658,q103672,d3799082,5.085363985
-0.915874658,q103672,d2255695,5.085363985
-0.915874658,q103672,d2255696,5.085363985
-0.926333496,q103672,d7201751,5.038766351
-0.926333496,q103672,d3333023,5.003957323
-0.932523924,q103672,d6430838,4.677553673
-0.933293101,q103672,d1783828,5.105666644
-0.939218688,q103672,d574704,4.905618679
-0.939218688,q103672,d1926243,4.905618679
-0.954729283,q103672,d7036408,4.76776838
-0.956506453,q103672,d5578778,4.96674583
-0.956506453,q103672,d5578783,4.926775493
-0.969205543,q103672,d4833171,5.648104788
-0.969205543,q103672,d5208068,5.492942676
-0.975118103,q103672,d82889,4.88365131
-0.980580873,q103672,d5715226,5.771818168
-0.980694181,q103672,d8807100,4.836674416
-0.980694181,q103672,d4833174,4.836674416
-0.980694181,q103672,d7976617,4.78526861
-0.991693098,q103672,d2881996,4.678413456
-0.994096391,q103672,d6287102,5.348595692
-0.99889399,q103672,d7673287,4.728442129
-1.001385288,q103672,d6143525,5.638945435
-1.001837362,q103672,d9241454,6.221579079
-1.026121456,q103672,d2790101,5.351358035
-1.026121456,q103672,d7446175,5.289258291
-1.026333211,q103672,d2790100,5.684386262
-1.026333211,q103672,d8007765,5.684386262
-1.026333211,q103672,d6636992,5.452600284
-1.036311643,q103672,d6351969,4.662659953
-1.049215843,q103672,d5760575,6.478207921
-1.061556386,q103672,d5658842,5.031300456
-1.061768141,q103672,d9241453,5.379765472
-1.063229216,q103672,d5578782,4.828710333
-1.085228576,q103672,d6143526,5.690691843
-1.087093522,q103672,d5578779,4.664915527
-1.087093522,q103672,d4833175,4.664915527
-1.091729343,q103672,d5108970,4.915407467
-1.263901186,q103672,d9178331,4.826326891
-1.287255836,q103672,d3702777,4.598838317
-1.3351823,q103672,d6340170,5.164132882
-1.413717352,q103672,d5760576,5.523536386
-1.424870068,q103672,d7053878,4.965066422
-1.429829904,q103672,d5760573,5.124260507
-1.473110261,q103672,d2834765,4.725391119
-1.525976089,q103672,d6602599,5.611698452
1.429477666,q105522,d918698,25.27973784
1.100128252,q105522,d918697,22.64180612
0.691657509,q105522,d918702,21.90035462
0.684896623,q105522,d918695,21.49272752
0.405330773,q105522,d8257408,20.07403869
0.128333334,q105522,d8845873,17.51306987
0.063443705,q105522,d6928874,19.17238606
-0.055085831,q105522,d918693,18.50893395
-0.08282862,q105522,d918700,17.86448745
-0.134101411,q105522,d7685724,18.67277185
-0.139619924,q105522,d918701,18.10225216
-0.187238111,q105522,d6928876,17.12333566
-0.190257379,q105522,d6928877,18.04216977
-0.200698831,q105522,d7329600,17.63798593
-0.203167026,q105522,d6928875,17.26681288
-0.22844162,q105522,d918699,16.56042532
-0.293585906,q105522,d4123388,7.871157402
-0.316034505,q105522,d7329599,15.74190758
-0.32638574,q105522,d4411802,7.89973907
-0.3517195,q105522,d8845872,16.05856093
-0.36527852,q105522,d8257407,15.09146674
-0.36527852,q105522,d6928873,15.09146674
-0.665125075,q105522,d4123389,7.580539254
-0.68105399,q105522,d4123395,7.624900406
-0.68105399,q105522,d4411805,7.624900406
-0.700810071,q105522,d4411801,7.742129824
-0.700810071,q105522,d4123390,7.742129824
-0.700810071,q105522,d7188205,7.705378012
-0.807266916,q105522,d98293,5.883673777
-0.807266916,q105522,d829641,5.883673777
-0.807266916,q105522,d7222876,5.883673777
-0.807266916,q105522,d1093104,5.883673777
-0.807266916,q105522,d8898360,5.883673777
-0.807266916,q105522,d8440093,5.883673777
-0.950841773,q105522,d4123394,5.459537819
-1.008437044,q105522,d918694,10.50333866
-1.02741822,q105522,d1759979,4.91474083
-1.036311643,q105522,d3292555,4.797511412
-1.057531199,q105522,d2285049,3.762672342
-1.057531199,q105522,d8815439,3.762672342
-1.057531199,q105522,d3848585,3.762672342
-1.057531199,q105522,d8877410,3.762672342
-1.111327177,q105522,d161618,4.403153779
-1.111327177,q105522,d3932582,4.403153779
-1.1515441,q105522,d2832119,3.656144965
-1.230535353,q105522,d6152359,3.601521433
-1.230535353,q105522,d4557580,3.601521433
-1.312229396,q105522,d5026092,3.771461354
-1.315051746,q105522,d4846621,6.447784409
-1.329062782,q105522,d5750565,4.144951167
-1.36614389,q105522,d918696,15.5103291
-1.434416495,q105522,d4882133,3.747905161
-1.561348543,q105522,d2085019,3.338976045
-1.713866225,q105522,d9026450,3.263243712
-1.850440353,q105522,d8383758,2.969148655
-1.850440353,q105522,d8245410,2.969148655
-1.850440353,q105522,d8018075,2.969148655
